Shop name,start_time,end_time
RIGINAL NARAYANA PEART GEMS&JEWELS,6.1386666666666665,6.1386666666666665
NARAYDNA PEARIS CAE GEMS&JEWELS,6.139,6.139
IGN ui n,6.139333333333334,6.139333333333334
SIGINAL NARAYANA PEARS GEMS&JEWELS,6.139666666666667,6.139666666666667
NARAYANA PEARIS NAL GEMS&JEWELS,6.141,6.141
"shop_name, BLACKBERRYS",6.141,6.141
RIGINAL NARAYANA PEARS GEMS&JEWELS,6.141333333333334,6.141333333333334
IGINAL NARAYANA PEARLS GEMS &JEWELS,6.141666666666667,6.141666666666667
NARAYRNA PEART NAL GEMS&JEWELS,6.1419999999999995,6.1419999999999995
INAL NARAYANA PEARLS GEMS&JEWELS,6.142333333333334,6.142333333333334
BLACKBERRY,6.142666666666667,6.481333333333334
ORIGINAL NARAYANA PEARLS GEMS&JEWELS,6.142666666666667,6.250333333333333
BLACKBERR,6.144,6.267333333333334
SINAL NARAYANA PEARLS GEMS&JEWELS,6.144333333333334,6.144333333333334
"shop_name, BLACKBERR",6.144333333333334,6.144333333333334
RIGINAL NARQYANA PEARLS GEMS&JEWELS,6.144666666666667,6.144666666666667
NARAYANA PEARLS INAL GEMS&JEWELS,6.145333333333334,6.145333333333334
BLACKBERF,6.145666666666667,6.264333333333334
NARAYANA PEARL GEMSQJEWELS,6.145666666666667,6.145666666666667
RIGINAL NARAYANA PEARLS GEMSGJEWELS,6.146,6.146
BLACKBERP,6.146,6.146
GINAL NARAYANA PEARLS GEMSGJEWELS,6.1463333333333345,6.1463333333333345
RIGINAL NARAYANA PEARLS GEMSJEWELS,6.1466666666666665,6.147333333333334
BLACKBER,6.1466666666666665,6.262333333333333
shoplname BLACKBER,6.147,6.147
NARAYANA PEARLS GEMSJEWELS,6.147,6.147
BLACKBEF,6.147666666666667,6.261
GINAL NARAYANA PEARLS GEMSJEWELS,6.147666666666667,6.147666666666667
RIGINAL NARAYANA PEARLS GEMS&JEWELS,6.148,6.148
BLACKBE,6.148333333333334,6.258666666666667
ORIGINAL NARAYANA PEARLS GEMSTJEWELS,6.148666666666667,6.148666666666667
ORIGINALE IARAYANA PEARLS GEMS &JEWELS,6.149333333333333,6.149333333333333
RIGINAL ARAYANA PEARLS GEMSJEWELS,6.149666666666667,6.149666666666667
RIGINAL ARAYANA PEARLS GEMS &JEWELS,6.15,6.15
IGINAL ARAYANA PEARLS GEMSJEWELS,6.150333333333333,6.150333333333333
GINALS ARAYANA PEARL GEMS GJEWELS,6.150666666666667,6.150666666666667
GINAL ARAYANA PEARLS GEMS&JEWELS,6.150666666666667,6.150666666666667
BLACKE,6.150666666666667,6.252666666666667
A AROYANA PEARS GEMS&JEWELS,6.151,6.151
"shop_nome, Iconf: ARAYANA PEARLS GEMSJEWELS",6.151,6.151
INAL ARAYANA PEARLS GEMS&JEWELS,6.151333333333333,6.151333333333333
NALD RAYANA PEARLS GEMSJEWELS,6.151666666666667,6.151666666666667
AL RAYANA PEARLS GEMS&JEWELS,6.152,6.152
RAYANA PEARLS GEMS JEWELS,6.152333333333333,6.152333333333333
BLACK,6.152333333333333,6.249666666666667
RAYANA PEARL GEMS JEWELS,6.152666666666667,6.152666666666667
RAYANA PEARLS GEMS&JEWELS,6.1530000000000005,6.1530000000000005
AYANA PEARTS GEMS&JEWELS,6.153333333333333,6.153333333333333
OCOLORS,6.153666666666667,6.1880000000000015
BERRYS,6.155,6.155666666666667
COCOLORS,6.155666666666667,6.531666666666667
KBERRYS,6.156333333333333,6.157
WCOCOLORS,6.157,6.157333333333333
CKBERRYS,6.157333333333333,6.335
ANA PEARLS S&JEWELS,6.157666666666667,6.157666666666667
NA PEARLS &JEWELS,6.159000000000001,6.1593333333333335
3LACKBERRYS,6.163000000000001,6.163333333333333
"shop_name, conf:0.7 BLACKBERRYS",6.178,6.180000000000001
"shop_name, conf:0.7( BLACKBERRYS",6.178666666666667,6.178666666666667
aurela,6.191333333333334,6.191333333333334
Conth,6.193,6.193
AGOCOLORS,6.193,6.193
YANA PEARLS MS&JEWELS,6.202666666666667,6.202666666666667
INAL ARAYANA PEARLS GEMS&JEWELS-,6.203,6.203
RIGINAL NARAYANA PEARLS R GEMS&JEWELS,6.2043333333333335,6.2043333333333335
NARAYANA PEARLS -GEMS&JEWELS,6.2056666666666676,6.2056666666666676
ORIGINAL NARAYANA PEARLS GEMSEJEWELS,6.206,6.206
ORIGINAL R NARAYANA PEARLS GEMS&JEWELS,6.207,6.211333333333333
ORIGINA NARAYANA PEARLS GEMS&JEWELS,6.207666666666666,6.249
ORIGINAL R NARAYANA PEARLS GEMSEJEUELS,6.208333333333333,6.208333333333333
DESIGN,6.209666666666666,6.209666666666666
BLAC,6.211333333333333,6.245333333333334
ORIGIN NARAYANA PEARLS GEMS&JEWELS,6.211666666666667,6.211666666666667
ORIGINAL NARAYANA PEARL -GEMS&JEWELS,6.2123333333333335,6.2123333333333335
ORIGINAL NARAYANA PEARLS GEMS&JEWELS-,6.215000000000001,6.228
R ORIGINAL NARAYANA PEARLS GEMS&JEWELS,6.2156666666666665,6.2330000000000005
ORIGINAL NARAYANA PEARLS -GEMS&JEWELS-,6.215999999999999,6.215999999999999
ORIGINAL NARAYANA PEARLS GEMS &JEWELS,6.218333333333334,6.247
ORIGINAL NARAYANA PEARL GEMS&JEWELS,6.223333333333334,6.243333333333334
56 ORIGINAL NARAYANA PEARLS GEMS&JEWELS,6.224333333333333,6.224333333333333
ORIGINAL NARAYANA PEARLS -GEMS&JEWELS,6.2266666666666675,6.227333333333333
ORIGINAL NORAYANA PEARLS GEMS&JEWELS,6.237,6.237
NARAYANA PEARLS GEMS &JEWELS,6.245333333333334,6.288000000000001
NARAYANA PEARLS GEMS&JEWELS-,6.245666666666667,6.245666666666667
ORIGINAL NARAYANA PEARL GEMS &JEWELS,6.2459999999999996,6.248
NIC,6.247333333333334,6.247333333333334
16 NARAYANA PEARLS GEMS&JEWELS,6.248333333333334,6.248333333333334
ORIGINA NARAYANG PEARLS GEMS-&JEWELS,6.251666666666667,6.251666666666667
NARAYANA PEARLS GEMS-&JEWELS,6.252,6.262333333333333
NAROYANA PEARLS GEMS&JEWELS,6.252666666666667,6.252666666666667
BLACKB,6.253,6.255
NARAYANA PERRLS GEMS&JEWELS,6.253,6.261333333333334
V,6.255666666666667,6.255666666666667
BLACKBERA,6.262666666666666,6.262666666666666
BLACKBERRYS 67,6.270666666666667,6.270666666666667
BLACKBERRY 67,6.271,6.272666666666667
BLACKBERRY 69,6.2713333333333345,6.2713333333333345
BLACKBERRY .71,6.2716666666666665,6.2716666666666665
BLACKBERRYS 0.67,6.275333333333333,6.275333333333333
ARAYANA PEARLS GEMS &JEWELS,6.289000000000001,6.290333333333334
RAYANA PEARLS GEMS &JEWELS,6.290666666666667,6.291333333333333
RAYANA PEARLS EMS&JEWELS,6.292,6.292
RAYANA PEARLS EMS &JEWELS,6.292333333333334,6.292333333333334
AYANA PEARLS EMS&JEWELS,6.292666666666666,6.292666666666666
AYANA PEARLS MS&JEWELS,6.294,6.294
HDESIGN,6.335666666666667,6.335666666666667
IRARYANA PEARLS GEs&KUEs,6.388000000000002,6.388000000000002
IRRRYANA PERRLS Cs&UES,6.388333333333334,6.388333333333334
IRARYRNA PERALS cars&eves,6.3886666666666665,6.3886666666666665
RARYRNAPEARLS cars&ves,6.389,6.389
KANCHI Vara Mahal,6.424333333333334,6.424333333333334
KANCHE Vara Mahal,6.424666666666667,6.425
KANCHEE Vara Mahalc,6.425333333333333,6.425666666666667
KANCHEE Vara Mahalo,6.426,6.426
KANCHEET Vara Mahala,6.426333333333333,6.426333333333333
KANCHEEP Vara Mahala,6.426666666666667,6.426666666666667
KANCHEEPL Vara Mahala,6.4270000000000005,6.4270000000000005
KANCHEEPU Vara Mahalal,6.427333333333333,6.427333333333333
KANCHEEPUI Vara Mahalak,6.427666666666667,6.427666666666667
KANCHEEPUT Vara Mahalak,6.428,6.428
KANCHEEPUR Vara Mahalak,6.428333333333333,6.428333333333333
KANCHEEPUR Vara Mahalaks,6.428666666666667,6.428666666666667
KANCHEEPURA Vara Mahalaks,6.429,6.429666666666668
KANCHEEPURAL Vara Mahalakst,6.430000000000001,6.430000000000001
KANCHEEPURAU Vara Mahalaksh,6.4303333333333335,6.4303333333333335
KANCHEEPURAM Vara Mahalaksh,6.430666666666667,6.431333333333333
KANCHEEPURAM Vara Mahalakshr,6.4316666666666675,6.432
KANCHEEPURAM Vara Mahalakshn,6.432333333333333,6.432333333333333
KANCHEEPURAM Vara Mahalakshm,6.432666666666667,6.498333333333334
KANCHEEPURAM Vara Mahalakshmi,6.434,6.499333333333334
KANCHEEPURAM e Vara Mahalakshmi,6.4350000000000005,6.435333333333333
KANCHEEPURAM 2 Vara Mahalakshmi,6.453,6.453
KANCHEEPUR AM Vara Mahalakshmi,6.456333333333333,6.458
TDD,6.467666666666667,6.467666666666667
KANCHEEPURAN Vara Mahalakshmi,6.468666666666667,6.468666666666667
KANCHEEPURAM /ara Mahalakshmi,6.476333333333333,6.476333333333333
KANCHEEPURAM /ara lahalakshmi,6.4766666666666675,6.4766666666666675
KANCHEEPURAM ara lahalakshmi,6.477,6.477
KANCHEEPURAM ara ahalakshmi,6.477333333333333,6.477666666666667
SPOT AFFORDABLE AND CO SARAVANAN,6.49,6.49
SPOT AFFORDABLE AND CO! SARAVANAN,6.490333333333334,6.490333333333334
SPOT AFFOROABLE AND CON SARAVANANL,6.490666666666667,6.490666666666667
SPOT AFFOROABLE AND CONV SARAVANANLO,6.4910000000000005,6.4910000000000005
SPOTO AFFORDABLE ANO CORVE SARAVANANLO,6.491333333333333,6.491333333333333
SPOTC AFFORDABLE AND CONVE! SARAVANAN LOD,6.491666666666666,6.491666666666666
SPOTE AFFORDABLE AND CONVENI SARAVANAN LOD,6.492,6.492
SPOTe AFFORDABLE ANO CONVENIE SARAVANAN LODG,6.492333333333334,6.492333333333334
SPOT AFFORDABLE ANO CONVENIEN SARAVANAN LODG,6.492666666666667,6.492666666666667
SPOT AFFORDABLE AND CONVENIENT SARAVANAN LODGE,6.492999999999999,6.492999999999999
KANCHEEPURAM Vara Mahalakshm.,6.492999999999999,6.492999999999999
SPOT AFFORDABLE KND CONVENIENT SARAVANAN LODGE,6.493333333333334,6.493333333333334
SPOTON AFFORDABLE AND CONVENIENT H SARAVANANLODGEL,6.493666666666667,6.493666666666667
KANCHEEPURAM Vara Mahalakshm!,6.494,6.494
SPOTON AFFORDABLE AND CONVENIENT HO SARAVANAN LODGE40,6.494,6.494
SPOTON AFFORDABLE AND CONVENIENT HOT SARAVANAN LODGE40,6.4943333333333335,6.4943333333333335
SPOTON AFFORDABLE ANO CONVENIENT HOTE SARAVANAN LODGE 409,6.494666666666666,6.494666666666666
SARAVANAN LODGE AIC DELUX ROOMS AVAILABL,6.494666666666666,6.494666666666666
SARAVANAN LODGE AIC DELUXE ROOMS AVAILABLE,6.495,6.501
DE SPOTON AFFORDABLE AND CONVENIENT ROTEL SARAVANAN LODGE 4095,6.495,6.495
DE SPOTON AFFORDABLE AND CONVENIENT ROTEL SARAVANAN LODGE4095,6.495333333333334,6.495333333333334
DELU SPOTON AFFOROABLE AND CONVENIENT ROTEI SARAVANAN LODGE40953 shop_nar,6.495666666666667,6.495666666666667
SPOTON AFFORDABLE AND CONVENIENT ROTEL SARAVANAN LODGE40953,6.4959999999999996,6.4959999999999996
DELU SPOTON AFFORDABLE AND CONVENIENT SOTE SARAVANAN LODGE 40953,6.496333333333335,6.496333333333335
DELUY SPOTON AFFORDABLE AND CONVENIENT ROTEL SARAVANAN LODGE40953,6.496666666666667,6.496666666666667
DELUY SPOTON AFFORDABLE ANO CONVENIENT HOTEL SARAVANAN LODGE 40953,6.497,6.497
DELU SPOTON AFFORDABLE ANO CONVENIENT HOTEL SARAVANAN LODGE 40953,6.497333333333334,6.497333333333334
SARAVANAN LODGE ACDELUXE ROOMS AVAILABLE,6.497333333333334,6.497333333333334
DELUX SPOTON AFFORDABLE AND CONVENIENT ROTEI SARAVANAN LODGE40953,6.4976666666666665,6.4976666666666665
DELUX SPOTON AFFORDABLE ANO CONVENIENT ROTEL SARAVANAN LODGE 40953,6.498,6.498
SPOTON AFFORDABLE AND CONVENIENT HOTEL SARAVANAN LODGE40953,6.498333333333334,6.498333333333334
DELU SPOTON AFFORDABLE AND CONVENIENT HOTEL SARAVANAN LODGE40953,6.498666666666667,6.498666666666667
DELI SPOTON AFFORDABLE AND CONVENIENT HOTEL SARAVANAN LODGE40953,6.499,6.499
DELU SPOTON AFFORDABLE AND CONVENIENT HOTEL SARAVANAN LODGE 40953,6.499333333333334,6.499333333333334
DEL SPOTON AFFOROABLE AND CONVENIENT HOTEL SARAVANAN LODGE 40953,6.499666666666667,6.499666666666667
DEL SPOTON AFFORDABLE AND CONVENIENT HOTEI SARAVANAN LODGE 40953,6.5,6.5
DEL SPOTON AFFOROABLE AND CONVENIENT HOTEI SARAVANAN LODGE 40953,6.500333333333333,6.500333333333333
DEL SPOTON AFFORDABLE ANO CONVENJENT HOTEL SARAVANAN LODGE40953,6.500666666666667,6.500666666666667
DE SPOTON AFFORDABLE AND CONVENIEHT HOTEI SARAVANAN LODGE40953,6.501,6.501
S Mreer SS,6.501333333333333,6.501333333333333
DEI SPOTON AFFORDABLE ANO CONVENIENS HOTEL SARAVANAN LODGE40953,6.501333333333333,6.501333333333333
S nreeny SS,6.501666666666667,6.501666666666667
SPOTON AFFGRLE ANCO SARAVANAN LODGE 40953,6.501666666666667,6.501666666666667
S Mreerva,6.502,6.502
SPOTON LOFOFSELE AN SARAVANAN LODGE40953,6.502,6.502
S nreemna SS,6.5023333333333335,6.5023333333333335
SPOTON SARAVANAN LODGE40953,6.5023333333333335,6.507333333333333
SPOTON SARAVANAN LODGE 40953,6.502666666666667,6.506
S Mreemna SS LH,6.502666666666667,6.502666666666667
SARAVA f:0.75 ANLOOGE OMF LUIXEAC S NON AC RVAILA,6.503,6.503
SPOTON SEFOROASLE AND CGNEHENT PSE SARAVANAN LODGE40953,6.503,6.503
1 S Mreemva SS,6.503,6.503
SPOTON SFFOROBLE AND CONEHEST SE SARAVANAN LODGE40953,6.503333333333333,6.503333333333333
S Mreemna. SS $llsand dau LHEE,6.503333333333333,6.503333333333333
SARAV f:0.7 NANLODGEE SOMS LUXE AC S NONAC RIALE,6.503333333333333,6.503333333333333
SOCH,6.503666666666667,6.503666666666667
SARA OOMS ELUXE AC S NON AC RIAILS,6.503666666666667,6.503666666666667
SPOTON SFFOROABLE AND CQMEMEST SARAVANAN LODGE40953,6.503666666666667,6.503666666666667
SARAVANAN m LODGE S AIC DELUXE ROOMS Mreemna. SS Sllsandtau AVAILABLE LRE,6.503666666666667,6.503666666666667
m S Mreemna SS Sllsand taw,6.503666666666667,6.503666666666667
SPOTON SSFOROABLE ANO CQENIEST HUTE SARAVANAN LODGE40953,6.5040000000000004,6.5040000000000004
SA ROOMS ELUXE AC S NONAC AAILLE,6.5040000000000004,6.5040000000000004
SOCT,6.5040000000000004,6.509666666666666
m S Mreemna SS $lsando,6.5040000000000004,6.5040000000000004
0 m S Mreemva. SS sanddo,6.504333333333333,6.504333333333333
OOMS ELUKE AC S NON AC AAIL,6.504333333333333,6.504333333333333
JOC,6.504333333333333,6.504333333333333
SPOTON SFFOROABLE AND CQNNENIES HUTE SARAVANAN LODGE40953,6.504333333333333,6.504333333333333
soch,6.504666666666668,6.505333333333334
m S Mreemva SS $sand ,6.504666666666668,6.504666666666668
ROOMS,6.504666666666668,6.506
SPOTON SPFOROBLE ANO CQVENIEST HUTE SARAVANAN LODGE40953,6.504666666666668,6.504666666666668
SOCy,6.505,6.509
in SS Mreemva. Sllsandda,6.505,6.505
:0R79 ANAN LODGE ROOMS,6.505,6.505
SPOTON SEFORGBLE AND CQNENENT HUTE SARAVANAN LODGE40953,6.505,6.505
SPOTON SFGGBLE ANO CQENIEST HUTE SARAVANAN LODGE40953,6.505333333333334,6.505333333333334
m S SS Mreemva Slsandos,6.505333333333334,6.505333333333334
0A8 VANAN LOOGE ROOMS,6.505333333333334,6.505333333333334
JARAVANAN LODGE ROOMS DELUXE AC SNON AC AVAILSL,6.505666666666667,6.505666666666667
SPOTON SFFORDABLE ANO CQSEHIENT HUTEL SARAVANAN LODGE40953,6.505666666666667,6.505666666666667
S Mreemva SS Sllsandtaws,6.505666666666667,6.505666666666667
S SS Mreemva. Sllsandtows,6.506,6.506
SARAVANAN LODGE ROOMS,6.506333333333333,6.506666666666667
socy,6.506333333333333,6.506333333333333
m SS Mreemwa,6.506333333333333,6.506333333333333
SPOTON SFFORDBLE AND CQNENEST HUTE SARAVANAN LODGE40953,6.506333333333333,6.506333333333333
SPOTON SFFORDSBLE AND CQENENT HUTE SARAVANAN LODGE40953,6.506666666666667,6.506666666666667
m SS Mreemca.,6.506666666666667,6.506666666666667
socT,6.507000000000001,6.507000000000001
SARAVANAI LODGE AIC DELUXE ROOMS AVAILABLE,6.507000000000001,6.507000000000001
S SS Mreemva $lsandow S3,6.507000000000001,6.507000000000001
SPOTON AFFORGSLE AND COET HUTL SARAVANAN LODGE40953,6.507000000000001,6.507000000000001
0 m S SS Mreemva $lsndo,6.507333333333333,6.507333333333333
NOC,6.507333333333333,6.507333333333333
S SS Mreemva Sllsanddos 3,6.507666666666667,6.507666666666667
SPOTON SARAVANAN LODGE40953 HOTE,6.507666666666667,6.507666666666667
SPOTON AFFORDAGLE AND SCSVENIENT SARAVANAN LODGE40953 MOTE,6.508,6.508
0 SS Mreemva,6.508,6.508
SARAVANA LODGE A/C DELUXE ROOMS AVAILABLE,6.508,6.508
POTON FOPDAGLE AND RAVANAN LODGE40953 CCSVENIEAE HDTE,6.508333333333334,6.508333333333334
S SS Ireemva Sillsand daws,6.508333333333334,6.508333333333334
SARAVANA LODGE AIC DELUXE ROOMS AVAILABLE,6.508333333333334,6.508333333333334
sim silk Sarees,6.508666666666667,6.508666666666667
SS Mreemva.,6.508666666666667,6.508666666666667
OTON AND EGSVENIENT NL00GE40953 MOTE,6.508666666666667,6.508666666666667
SS Mreenva,6.509,6.509
Mreemva Sllsanddaas,6.509333333333333,6.509333333333333
YOC,6.509333333333333,6.509333333333333
nreemva Slsanddaas,6.509666666666666,6.509666666666666
GOCOLORS,6.509666666666666,6.531333333333333
Ssilk Sarees,6.510000000000001,6.510000000000001
hreenva Slsandfaus UtsfS,6.510000000000001,6.510000000000001
reenva anddaas Uaaf S,6.5103333333333335,6.5103333333333335
Sik Sarees,6.5103333333333335,6.5103333333333335
ellever,6.510666666666666,6.510666666666666
mva dfianrans,6.510666666666666,6.510666666666666
COoOs,6.510666666666666,6.510666666666666
cont:0 elleven,6.511,6.511
CO0Rs,6.511,6.511666666666667
conf:C elleven,6.511666666666667,6.511666666666667
Brit,6.5120000000000005,6.526333333333333
conf:. elleven,6.5120000000000005,6.5120000000000005
COORs,6.5120000000000005,6.52
qme. cor aur,6.5120000000000005,6.5120000000000005
CORs,6.5136666666666665,6.5136666666666665
COORS,6.514,6.520333333333334
0.69 ure,6.514333333333334,6.514333333333334
0:67 aure,6.514666666666667,6.514666666666667
aure,6.515000000000001,6.527666666666667
0:68,6.515333333333333,6.515333333333333
0:71 aure,6.515666666666666,6.515666666666666
cont. elleven,6.516000000000001,6.516000000000001
PA Mothoar,6.516000000000001,6.516000000000001
0:70 ure,6.516000000000001,6.516000000000001
SAu Muthoat Fina,6.516333333333334,6.516333333333334
cont elleven,6.516333333333334,6.518
May,6.516333333333334,6.516333333333334
"0.88e, conf:0.7 aure",6.516333333333334,6.516333333333334
:72 Jre,6.516666666666667,6.516666666666667
cont: elleven,6.516666666666667,6.5183333333333335
SriP lam Sik Saree,6.516666666666667,6.516666666666667
0.72 Jre,6.5169999999999995,6.5169999999999995
Maybell,6.5169999999999995,6.531666666666667
elleven,6.517333333333334,6.531333333333333
Sanardo M Muthoor Finance,6.517333333333334,6.517333333333334
SriSam Silk Saree,6.517666666666667,6.517666666666667
Saanard Muthoor Finarce,6.517666666666667,6.517666666666667
M,6.518,6.528666666666667
SrilamSilk Sarees,6.518,6.518
:72 ure,6.5183333333333335,6.5183333333333335
Sri lam Silk Sare,6.5183333333333335,6.5183333333333335
CO0lRs,6.5183333333333335,6.5183333333333335
M Muthoot Finance,6.5183333333333335,6.5183333333333335
Souanard M Muthoot Finance,6.518666666666666,6.518666666666666
SriRm Silk Saree,6.518666666666666,6.518666666666666
conl elleven,6.519,6.519
Ssgn Sauarrddo Muthoot Finance,6.519,6.519
sssni souarrdd Muthoot Finanice,6.519333333333334,6.519333333333334
conf:(,6.519333333333334,6.519333333333334
StiBm Silk Sarees,6.519333333333334,6.519333333333334
con elleven,6.519666666666667,6.519666666666667
MuthootFinance,6.519666666666667,6.519666666666667
StiPalam Silk Sarets,6.519666666666667,6.519666666666667
Sti9 lam Silk Sare,6.52,6.52
Sugo,6.520333333333334,6.520333333333334
P,6.520333333333334,6.526333333333333
Sri9 lam Silk Saree,6.520333333333334,6.520333333333334
Sudha Paradise,6.520666666666667,6.529666666666668
HMU,6.520666666666667,6.520666666666667
OSugan,6.520666666666667,6.520666666666667
D Sugan Unlfnms,6.521,6.521
conf,6.521,6.530333333333333
Sugan Un,6.521,6.521
 Sugan Unifo,6.5213333333333345,6.5213333333333345
Sri9 m Silk Saree,6.5216666666666665,6.5216666666666665
Sudha,6.5216666666666665,6.531000000000001
 Sugan Unifom,6.5216666666666665,6.5216666666666665
0.75 ure,6.5216666666666665,6.5216666666666665
shoonf,6.522,6.526666666666667
Sugan Uniforms,6.522,6.531666666666667
NARAYANA,6.522,6.522
TOCOLORS,6.522333333333334,6.522333333333334
0.78,6.522333333333334,6.522333333333334
:0.74 aure,6.522666666666667,6.522666666666667
Sri am Silk Sare,6.522666666666667,6.522666666666667
EARLS,6.522666666666667,6.522666666666667
shopnt,6.523,6.523
COCRS,6.523,6.523
Srim Silk Saree,6.523,6.528666666666667
f:0.76 re,6.523,6.523
NARAYANA PERRLS,6.523,6.524333333333334
shoon,6.523333333333334,6.523333333333334
Sim Silk Saree,6.523333333333334,6.523333333333334
Srim Silk Saret,6.523666666666667,6.523666666666667
:0.75 aure,6.524,6.524
Sudhe Paradi,6.524333333333334,6.524333333333334
Sti9lam Silk Saree,6.524666666666667,6.524666666666667
Sudhe Paradise,6.524666666666667,6.524666666666667
PX,6.524666666666667,6.526666666666667
Sudha Paradis,6.525,6.525
shoont,6.525666666666667,6.525666666666667
SriBam Silk Sare,6.525666666666667,6.525666666666667
euMcont,6.526,6.526
:0.73 aure,6.526,6.531000000000001
NARAYANA PEARLS,6.526666666666667,6.526666666666667
euMcon!,6.527,6.527
0.74 aure,6.527,6.530333333333333
Mcont,6.527333333333333,6.531666666666667
:0.73 ure,6.527333333333333,6.527333333333333
eyMcon,6.527666666666667,6.527666666666667
SUMconf,6.5280000000000005,6.5280000000000005
:0.72 iure,6.5280000000000005,6.529
0.79 aure,6.528333333333333,6.528333333333333
COoRs,6.528333333333333,6.530666666666667
con,6.528333333333333,6.531000000000001
euMconf,6.528666666666667,6.528666666666667
:0.78 iure,6.528666666666667,6.528666666666667
cont,6.529,6.529
0.71 aure,6.529333333333333,6.529666666666668
m,6.529666666666668,6.529666666666668
Mconj,6.529666666666668,6.529666666666668
COCCRS,6.529666666666668,6.529666666666668
Sudba Paradise,6.53,6.53
eumcon,6.53,6.530666666666667
0.78 aure,6.53,6.53
conf:0.65 aure,6.530666666666667,6.530666666666667
0.73 aure,6.531333333333333,6.531666666666667
euMCOn,6.531333333333333,6.531333333333333
Sudh,6.531333333333333,6.531333333333333
Muthoor Finance,6.531666666666667,6.531666666666667
